settlement_id,feature_id,feature_orig,feature_rus,feature_eng,value_orig,value_rus,value_eng,value_comment_rus,value_comment_eng
23,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
24,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
25,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
26,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
27,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
28,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
29,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
30,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
31,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
32,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
33,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
34,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
35,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
36,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
37,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
38,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
39,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
40,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
41,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
42,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
43,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
44,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,"i > i, iː > iː + i",[ɪ → ɪ]; [iː → iː / ɪ],[ɪ → ɪ]; [iː → iː / ɪ],,
45,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
46,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
47,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
48,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
49,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
50,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
51,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
52,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
53,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
54,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
55,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
56,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
57,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
58,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
59,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
60,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
61,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
62,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
63,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
64,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
65,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
66,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
67,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
68,2,Отражение исторических гласных i ī,Отражение исторических гласных /ɪ iː/,Reflection of historical vowels /ɪ iː/,i + iː > i,[ɪ / iː → ɪ],[ɪ / iː → ɪ],,
